Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"12/4/2026, 7:11:50 pm",second year,ece,male,every night,5-6 hours,often (5-6 times a week),average,often,often,often (3-4 times a week),severe impact,sometimes (3-4 times a week),every day,rarely (1-2 times a week),high stress,poor
"13/4/2026, 7:11:51 pm",second year,ece,female,rarely (1-2 times a week),7-8 hours,often (5-6 times a week),good,often,sometimes,rarely (1-2 times a month),minor impact,every night,never,rarely (1-2 times a week),high stress,average
"13/4/2026, 7:12:12 pm",second year,cse,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,sometimes,sometimes,rarely (1-2 times a month),minor impact,every night,every day,rarely (1-2 times a week),high stress,average
"13/4/2026, 7:12:26 pm",second year,cse,male,often (5-6 times a week),less than 4 hours,often (5-6 times a week),poor,sometimes,rarely,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),never,sometimes (3-4 times a week),low stress,average
"13/4/2026, 7:12:49 pm",second year,ece,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,sometimes,rarely,rarely (1-2 times a month),moderate impact,often (5-6 times a week),rarely (1-2 times a week),rarely (1-2 times a week),low stress,average
"13/4/2026, 7:13:14 pm",second year,other,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,sometimes,sometimes,never,minor impact,every night,never,never,high stress,average
"13/4/2026, 7:14:45 pm",second year,cse,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,often,often,often (3-4 times a week),moderate impact,every night,never,often (5-6 times a week),extremely high stress,good
"13/4/2026, 7:15:40 pm",second year,ece,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,sometimes,sometimes,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,below average
"13/4/2026, 7:16:10 pm",second year,cse,male,rarely (1-2 times a week),7-8 hours,often (5-6 times a week),good,sometimes,always,never,minor impact,every night,never,rarely (1-2 times a week),high stress,average
"13/4/2026, 7:18:17 pm",second year,other,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,sometimes,sometimes,never,moderate impact,sometimes (3-4 times a week),often (5-6 times a week),rarely (1-2 times a week),high stress,poor
"13/4/2026, 7:18:40 pm",second year,ece,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,often,often,never,moderate impact,sometimes (3-4 times a week),never,every day,high stress,average
"13/4/2026, 7:19:11 pm",second year,ece,male,rarely (1-2 times a week),7-8 hours,often (5-6 times a week),good,sometimes,rarely,never,minor impact,often (5-6 times a week),every day,rarely (1-2 times a week),high stress,average
"13/4/2026, 7:19:39 pm",second year,ece,male,never,7-8 hours,often (5-6 times a week),good,sometimes,sometimes,often (3-4 times a week),minor impact,every night,every day,often (5-6 times a week),high stress,average
"13/4/2026, 7:21:06 pm",second year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,often,sometimes,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),never,every day,high stress,good
"13/4/2026, 7:21:12 pm",second year,ece,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,always,often,sometimes (1-2 times a week),minor impact,every night,every day,sometimes (3-4 times a week),high stress,average
"13/4/2026, 7:22:52 pm",second year,cse,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),good,never,often,sometimes (1-2 times a week),minor impact,every night,never,every day,low stress,good
"13/4/2026, 7:24:25 pm",second year,cse,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,often,often,always,minor impact,often (5-6 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,average
"13/4/2026, 7:24:36 pm",second year,ece,female,every night,5-6 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,average
"13/4/2026, 7:25:10 pm",second year,eee,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,always,always,never,moderate impact,every night,rarely (1-2 times a week),every day,extremely high stress,average
"13/4/2026, 7:25:59 pm",third year,cse,female,every night,5-6 hours,often (5-6 times a week),poor,always,often,often (3-4 times a week),major impact,every night,every day,sometimes (3-4 times a week),extremely high stress,average
"13/4/2026, 7:26:13 pm",third year,cse,female,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),good,rarely,sometimes,rarely (1-2 times a month),moderate impact,every night,never,rarely (1-2 times a week),high stress,below average
"13/4/2026, 7:26:53 pm",third year,ece,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,often,always,sometimes (1-2 times a week),major impact,every night,every day,never,high stress,good
"13/4/2026, 7:30:59 pm",third year,ece,female,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),very poor,rarely,always,often (3-4 times a week),moderate impact,every night,every day,sometimes (3-4 times a week),extremely high stress,average
"13/4/2026, 7:35:03 pm",third year,cse,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),good,always,often,sometimes (1-2 times a week),moderate impact,every night,every day,sometimes (3-4 times a week),low stress,good
"13/4/2026, 7:41:14 pm",third year,cse,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,sometimes,often,sometimes (1-2 times a week),minor impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,average
"13/4/2026, 7:43:22 pm",third year,cse,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,sometimes,always,rarely (1-2 times a month),moderate impact,often (5-6 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,average
"13/4/2026, 7:44:57 pm",second year,eee,male,rarely (1-2 times a week),7-8 hours,often (5-6 times a week),good,rarely,sometimes,never,minor impact,every night,every day,often (5-6 times a week),no stress,average
"13/4/2026, 7:46:22 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,rarely,often,often (3-4 times a week),moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,average
"13/4/2026, 7:46:22 pm",third year,cse,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),poor,often,sometimes,often (3-4 times a week),moderate impact,every night,often (5-6 times a week),rarely (1-2 times a week),high stress,good
"13/4/2026, 7:46:22 pm",second year,cse,female,never,6-7 hours,often (5-6 times a week),good,sometimes,sometimes,rarely (1-2 times a month),minor impact,every night,never,never,high stress,good
"13/4/2026, 7:46:22 pm",third year,cse,male,never,7-8 hours,often (5-6 times a week),good,never,rarely,never,moderate impact,every night,never,rarely (1-2 times a week),extremely high stress,average
"13/4/2026, 7:46:22 pm",second year,cse,female,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),minor impact,every night,never,rarely (1-2 times a week),high stress,average
"13/4/2026, 7:46:22 pm",third year,cse,male,never,6-7 hours,often (5-6 times a week),good,often,rarely,rarely (1-2 times a month),minor impact,every night,never,every day,low stress,average
"13/4/2026, 7:46:22 pm",third year,cse,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,often,always,often (3-4 times a week),moderate impact,every night,never,never,extremely high stress,below average
"13/4/2026, 7:46:22 pm",third year,other,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,always,often,rarely (1-2 times a month),minor impact,often (5-6 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,average
"13/4/2026, 7:46:22 pm",second year,cse,female,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),average,sometimes,often,rarely (1-2 times a month),major impact,rarely (1-2 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,average
"13/4/2026, 8:20:11 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),very good,sometimes,sometimes,rarely (1-2 times a month),moderate impact,every night,sometimes (3-4 times a week),never,high stress,average
"13/4/2026, 8:25:24 pm",second year,cse,female,never,5-6 hours,often (5-6 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,every night,often (5-6 times a week),never,low stress,below average
"13/4/2026, 8:27:43 pm",third year,ece,female,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),average,often,sometimes,sometimes (1-2 times a week),minor impact,often (5-6 times a week),never,never,low stress,average
"13/4/2026, 8:38:38 pm",third year,ece,male,every night,7-8 hours,often (5-6 times a week),good,sometimes,sometimes,always,major impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,average
"13/4/2026, 8:49:39 pm",second year,cse,female,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),poor,sometimes,rarely,sometimes (1-2 times a week),minor impact,rarely (1-2 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,good
"13/4/2026, 8:57:20 pm",third year,other,male,every night,5-6 hours,every night,poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),never,every day,extremely high stress,average
"13/4/2026, 9:20:47 pm",third year,cse,female,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),never,high stress,average
"13/4/2026, 9:27:00 pm",third year,cse,male,often (5-6 times a week),5-6 hours,sometimes (3-4 times a week),average,rarely,never,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),sometimes (3-4 times a week),every day,no stress,poor
"13/4/2026, 9:27:19 pm",third year,eee,male,never,less than 4 hours,often (5-6 times a week),good,never,always,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),never,every day,high stress,average
"13/4/2026, 9:28:23 pm",third year,ece,female,never,6-7 hours,often (5-6 times a week),very good,sometimes,sometimes,rarely (1-2 times a month),severe impact,every night,every day,sometimes (3-4 times a week),extremely high stress,average
"13/4/2026, 9:33:42 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,often,rarely,rarely (1-2 times a month),moderate impact,never,never,sometimes (3-4 times a week),low stress,good
"13/4/2026, 9:34:58 pm",third year,eee,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),minor impact,every night,rarely (1-2 times a week),every day,high stress,average
"13/4/2026, 9:39:06 pm",third year,cse,male,every night,7-8 hours,often (5-6 times a week),poor,always,often,always,severe impact,often (5-6 times a week),every day,every day,high stress,below average
"13/4/2026, 9:41:22 pm",third year,cse,male,every night,5-6 hours,often (5-6 times a week),very poor,never,never,never,moderate impact,never,never,never,no stress,poor
"13/4/2026, 9:41:32 pm",third year,mechanical,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),very poor,rarely,always,always,severe impact,every night,never,rarely (1-2 times a week),low stress,average
"13/4/2026, 9:41:46 pm",third year,eee,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,sometimes,often,sometimes (1-2 times a week),severe impact,often (5-6 times a week),never,sometimes (3-4 times a week),high stress,below average
"13/4/2026, 9:43:51 pm",third year,ece,male,never,5-6 hours,often (5-6 times a week),average,often,often,often (3-4 times a week),minor impact,every night,every day,rarely (1-2 times a week),high stress,average
"13/4/2026, 9:44:14 pm",third year,cse,male,never,6-7 hours,often (5-6 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),often (5-6 times a week),low stress,good
"13/4/2026, 9:45:21 pm",third year,ece,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,always,always,often (3-4 times a week),minor impact,every night,rarely (1-2 times a week),never,extremely high stress,average
"13/4/2026, 9:48:38 pm",third year,ece,male,every night,5-6 hours,often (5-6 times a week),poor,often,always,often (3-4 times a week),minor impact,every night,rarely (1-2 times a week),every day,low stress,good
"13/4/2026, 9:51:05 pm",third year,cse,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,rarely,often,often (3-4 times a week),moderate impact,every night,never,sometimes (3-4 times a week),high stress,average
"13/4/2026, 9:53:00 pm",third year,cse,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),average,often,often,rarely (1-2 times a month),moderate impact,every night,never,every day,high stress,good
"13/4/2026, 9:53:24 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,often,often,sometimes (1-2 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,good
"13/4/2026, 9:55:13 pm",second year,cse,male,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),good,rarely,sometimes,rarely (1-2 times a month),moderate impact,every night,never,rarely (1-2 times a week),high stress,average
