Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
10/26/2024 15:28:17,graduate student,female,often (5-6 times a week),7-8 hours,every night,poor,sometimes,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 15:28:49,graduate student,male,every night,7-8 hours,sometimes (3-4 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
10/26/2024 15:29:24,graduate student,male,often (5-6 times a week),more than 8 hours,sometimes (3-4 times a week),very poor,always,always,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 15:55:54,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,always,major impact,often (5-6 times a week),every day,every day,extremely high stress,poor
10/26/2024 15:56:16,first year,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,often,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,poor
10/26/2024 15:56:35,third year,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,poor
10/26/2024 15:56:57,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,poor
10/26/2024 15:57:17,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,always,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,poor
10/26/2024 15:57:40,graduate student,male,every night,7-8 hours,sometimes (3-4 times a week),very poor,always,often,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 15:58:02,graduate student,female,every night,more than 8 hours,every night,very poor,often,always,often (3-4 times a week),severe impact,every night,every day,often (5-6 times a week),extremely high stress,poor
10/26/2024 15:58:31,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,major impact,every night,every day,every day,extremely high stress,poor
10/26/2024 15:58:52,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 15:59:25,graduate student,female,every night,more than 8 hours,often (5-6 times a week),very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 15:59:42,graduate student,male,every night,7-8 hours,every night,very poor,often,often,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:00:18,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,always,always,severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/26/2024 16:00:42,graduate student,female,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,often (5-6 times a week),extremely high stress,poor
10/26/2024 16:01:05,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,major impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:01:23,graduate student,female,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:01:42,graduate student,female,every night,more than 8 hours,often (5-6 times a week),very poor,always,always,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),extremely high stress,poor
10/26/2024 16:02:06,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,always,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:02:31,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,often,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:03:09,third year,female,every night,more than 8 hours,every night,very poor,always,often,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:03:28,third year,male,every night,7-8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:04:19,third year,male,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
10/26/2024 16:04:38,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:04:56,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,poor
10/26/2024 16:05:17,graduate student,male,every night,more than 8 hours,every night,very poor,often,always,always,major impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:07:55,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:08:15,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:09:58,graduate student,male,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:10:19,third year,female,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:10:40,graduate student,female,every night,more than 8 hours,every night,very poor,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
10/26/2024 16:12:18,third year,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,every night,every day,sometimes (3-4 times a week),extremely high stress,below average
10/26/2024 16:12:51,first year,male,every night,more than 8 hours,every night,very poor,always,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
10/26/2024 16:13:21,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/26/2024 16:13:51,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,never,major impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),extremely high stress,poor
10/26/2024 16:14:26,third year,female,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
10/26/2024 16:14:45,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/26/2024 16:15:09,graduate student,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/26/2024 16:19:38,graduate student,male,every night,more than 8 hours,every night,very poor,always,often,always,severe impact,every night,every day,sometimes (3-4 times a week),extremely high stress,poor
10/26/2024 16:20:00,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/26/2024 16:20:31,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,every night,every day,rarely (1-2 times a week),extremely high stress,poor
10/26/2024 16:21:08,third year,male,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),moderate impact,every night,often (5-6 times a week),rarely (1-2 times a week),high stress,poor
10/26/2024 16:21:38,second year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),rarely (1-2 times a week),high stress,below average
